filename,status,changes,errors
BOM7-125914.pdf,ok,"Header name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Recipient name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Ship-To name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Ship-To address: 'd.no old61-11-790 ali nagar 2nd line old Guntur / GUNTUR / 522001 / State: Andhra Pradesh' -> 'HIG 111,BALAJI NAGR NEAR KUKATPALLI METRO STATIO
KPHB
500072
State: Telangana'",
BOM7-125915.pdf,ok,"Header name: 'M/S VARALAXMI TRADERS & GRAINS,HUZURABAD' -> 'MAHADEV ENTREPRISES' | Recipient name: 'M/S VARALAXMI TRADERS & GRAINS,HUZURABAD' -> 'MAHADEV ENTREPRISES' | Ship-To name: 'M/S VARALAXMI TRADERS & GRAINS,HUZURABAD' -> 'MAHADEV ENTREPRISES' | Ship-To address: 'd.no old61-11-790 ali nagar 2nd line old Guntur / GUNTUR / 522001 / State: Andhra Pradesh' -> 'HIG 111,BALAJI NAGR NEAR KUKATPALLI METRO STATIO
KPHB
500072
State: Telangana'",
BOM7-125916.pdf,ok,"Header name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Recipient name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Ship-To name: 'SRI RAJLAXMI SILKS' -> 'MAHADEV ENTREPRISES' | Ship-To address: 'd.no old61-11-790 ali nagar 2nd line old Guntur / GUNTUR / 522001 / State: Andhra Pradesh' -> 'HIG 111,BALAJI NAGR NEAR KUKATPALLI METRO STATIO
KPHB
500072
State: Telangana'",
CJB1-168046.pdf,ok,"Header name: 'M/S TANMAY FANS & APPLIANCES' -> 'MAHADEV ENTREPRISES' | Recipient name: 'M/S TANMAY FANS & APPLIANCES' -> 'MAHADEV ENTREPRISES' | Ship-To name: 'M/S TANMAY FANS & APPLIANCES' -> 'MAHADEV ENTREPRISES' | Ship-To address: 'D.NO 61-11-790 ali naagr 2 nd line old Guntur / GUNTUR / 522001 / State: Andhra Pradesh' -> 'HIG 111,BALAJI NAGR NEAR KUKATPALLI METRO STATIO
KPHB
500072
State: Telangana'",
CJB1-169386.pdf,ok,"Header name: 'M/S SWISS CLAY MINERALS' -> 'MAHADEV ENTREPRISES' | Recipient name: 'M/S SWISS CLAY MINERALS' -> 'MAHADEV ENTREPRISES' | Ship-To name: 'M/S SWISS CLAY MINERALS' -> 'MAHADEV ENTREPRISES' | Ship-To address: 'D.NO 61-11-790 ali naagr 2 nd line old Guntur / GUNTUR / 522001 / State: Andhra Pradesh' -> 'HIG 111,BALAJI NAGR NEAR KUKATPALLI METRO STATIO
KPHB
500072
State: Telangana'",
